namespace,node,nodepool,replicaset,owner_kind,instance_type,pods_count
victoria-metrics,ip-172-16-229-41.ec2.internal,victoria-metrics,vminsert-janus-stable-669fffbb5f,Deployment,hpc7g.16xlarge,4
victoria-metrics,ip-172-16-229-41.ec2.internal,victoria-metrics,vminsert-tech-infra-stable-dccbbf886,Deployment,hpc7g.16xlarge,2
victoria-metrics,ip-172-16-229-41.ec2.internal,victoria-metrics,vminsert-vm-o11y-platform-854c6d45cd,Deployment,hpc7g.16xlarge,1
victoria-metrics,ip-172-16-229-41.ec2.internal,victoria-metrics,vmselect-merchant-journey-stable,StatefulSet,hpc7g.16xlarge,1
victoria-metrics,ip-172-16-23-113.ec2.internal,victoria-metrics,vminsert-shopper-journey-stable-946fdcf67,Deployment,r6g.4xlarge,1
victoria-metrics,ip-172-16-23-113.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-23-113.ec2.internal,victoria-metrics,vmstorage-tech-infra-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-231-6.ec2.internal,victoria-metrics,vminsert-merchant-journey-stable-667b49c784,Deployment,c6g.8xlarge,2
victoria-metrics,ip-172-16-231-6.ec2.internal,victoria-metrics,vminsert-tech-infra-stable-dccbbf886,Deployment,c6g.8xlarge,1
victoria-metrics,ip-172-16-231-6.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,c6g.8xlarge,1
victoria-metrics,ip-172-16-233-85.ec2.internal,victoria-metrics,vmalert-prd-ti-o11y-eks-use1-ob3-58cc9dd5b8,Deployment,m6g.12xlarge,1
victoria-metrics,ip-172-16-233-85.ec2.internal,victoria-metrics,vminsert-developer-journey-stable-779b9c556,Deployment,m6g.12xlarge,1
victoria-metrics,ip-172-16-233-85.ec2.internal,victoria-metrics,vminsert-janus-stable-669fffbb5f,Deployment,m6g.12xlarge,1
victoria-metrics,ip-172-16-233-85.ec2.internal,victoria-metrics,vminsert-merchant-journey-stable-667b49c784,Deployment,m6g.12xlarge,1
victoria-metrics,ip-172-16-233-85.ec2.internal,victoria-metrics,vmselect-janus-stable,StatefulSet,m6g.12xlarge,1
victoria-metrics,ip-172-16-233-85.ec2.internal,victoria-metrics,vmstorage-shopper-journey-stable,StatefulSet,m6g.12xlarge,1
victoria-metrics,ip-172-16-236-169.ec2.internal,victoria-metrics,vminsert-developer-journey-stable-779b9c556,Deployment,m6g.8xlarge,1
victoria-metrics,ip-172-16-236-169.ec2.internal,victoria-metrics,vminsert-shopper-journey-stable-946fdcf67,Deployment,m6g.8xlarge,1
victoria-metrics,ip-172-16-236-169.ec2.internal,victoria-metrics,vminsert-tech-infra-stable-dccbbf886,Deployment,m6g.8xlarge,1
victoria-metrics,ip-172-16-236-169.ec2.internal,victoria-metrics,vmselect-tech-infra-stable,StatefulSet,m6g.8xlarge,1
victoria-metrics,ip-172-16-236-169.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,m6g.8xlarge,1
victoria-metrics,ip-172-16-236-218.ec2.internal,victoria-metrics,vminsert-developer-journey-stable-779b9c556,Deployment,m6g.4xlarge,1
victoria-metrics,ip-172-16-236-218.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,m6g.4xlarge,1
victoria-metrics,ip-172-16-236-228.ec2.internal,victoria-metrics,victoria-metrics-operator-ob3-stable-bd8cdb88c,Deployment,m6g.4xlarge,1
victoria-metrics,ip-172-16-236-228.ec2.internal,victoria-metrics,vminsert-shopper-journey-stable-946fdcf67,Deployment,m6g.4xlarge,1
victoria-metrics,ip-172-16-236-228.ec2.internal,victoria-metrics,vminsert-tech-infra-stable-dccbbf886,Deployment,m6g.4xlarge,1
victoria-metrics,ip-172-16-236-228.ec2.internal,victoria-metrics,vmstorage-merchant-journey-stable,StatefulSet,m6g.4xlarge,1
victoria-metrics,ip-172-16-239-201.ec2.internal,victoria-metrics,vmselect-tech-infra-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-239-201.ec2.internal,victoria-metrics,vmstorage-default-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-239-201.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-243-135.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,r6g.2xlarge,1
victoria-metrics,ip-172-16-243-197.ec2.internal,victoria-metrics,vminsert-default-stable-d64486cd8,Deployment,x2gd.2xlarge,1
victoria-metrics,ip-172-16-243-197.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,x2gd.2xlarge,1
victoria-metrics,ip-172-16-25-189.ec2.internal,victoria-metrics,victoria-metrics-operator-ob3-stable-bd8cdb88c,Deployment,x2gd.2xlarge,1
victoria-metrics,ip-172-16-25-189.ec2.internal,victoria-metrics,vmstorage-tech-infra-stable,StatefulSet,x2gd.2xlarge,1
victoria-metrics,ip-172-16-253-12.ec2.internal,victoria-metrics,vmagent-prd-ti-o11y-eks-use1-ob3-9dcf5846c,Deployment,x2gd.2xlarge,1
victoria-metrics,ip-172-16-253-12.ec2.internal,victoria-metrics,vmstorage-tech-infra-stable,StatefulSet,x2gd.2xlarge,1
victoria-metrics,ip-172-16-27-12.ec2.internal,victoria-metrics,vminsert-tech-infra-stable-dccbbf886,Deployment,r6g.4xlarge,1
victoria-metrics,ip-172-16-27-12.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-27-12.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-31-95.ec2.internal,victoria-metrics,vminsert-vm-infra-metrics-77cf9547bd,Deployment,x2gd.2xlarge,1
victoria-metrics,ip-172-16-31-95.ec2.internal,victoria-metrics,vmstorage-tech-infra-stable,StatefulSet,x2gd.2xlarge,1
victoria-metrics,ip-172-16-36-24.ec2.internal,victoria-metrics,vmalert-shopper-journey-stable-756c8c989d,Deployment,x2gd.2xlarge,1
victoria-metrics,ip-172-16-36-24.ec2.internal,victoria-metrics,vmstorage-tech-infra-stable,StatefulSet,x2gd.2xlarge,1
victoria-metrics,ip-172-16-37-197.ec2.internal,victoria-metrics,vminsert-vm-infra-metrics-77cf9547bd,Deployment,r6g.2xlarge,1
victoria-metrics,ip-172-16-37-197.ec2.internal,victoria-metrics,vmstorage-shopper-journey-stable,StatefulSet,r6g.2xlarge,1
victoria-metrics,ip-172-16-43-120.ec2.internal,victoria-metrics,vmalert-tech-infra-journey-stable-76967d684c,Deployment,x2gd.2xlarge,1
victoria-metrics,ip-172-16-43-120.ec2.internal,victoria-metrics,vmstorage-tech-infra-stable,StatefulSet,x2gd.2xlarge,1
victoria-metrics,ip-172-16-43-222.ec2.internal,victoria-metrics,vmalert-merchant-journey-stable-dd976df48,Deployment,r6g.4xlarge,1
victoria-metrics,ip-172-16-43-222.ec2.internal,victoria-metrics,vminsert-shopper-journey-stable-946fdcf67,Deployment,r6g.4xlarge,1
victoria-metrics,ip-172-16-43-222.ec2.internal,victoria-metrics,vmselect-vm-infra-metrics,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-43-222.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-43-244.ec2.internal,victoria-metrics,vminsert-developer-journey-stable-779b9c556,Deployment,r6g.12xlarge,1
victoria-metrics,ip-172-16-43-244.ec2.internal,victoria-metrics,vminsert-tech-infra-stable-dccbbf886,Deployment,r6g.12xlarge,1
victoria-metrics,ip-172-16-43-244.ec2.internal,victoria-metrics,vmselect-shopper-journey-stable,StatefulSet,r6g.12xlarge,1
victoria-metrics,ip-172-16-43-244.ec2.internal,victoria-metrics,vmselect-tech-infra-stable,StatefulSet,r6g.12xlarge,1
victoria-metrics,ip-172-16-43-244.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,r6g.12xlarge,3
victoria-metrics,ip-172-16-43-244.ec2.internal,victoria-metrics,vmstorage-shopper-journey-stable,StatefulSet,r6g.12xlarge,1
victoria-metrics,ip-172-16-44-228.ec2.internal,victoria-metrics,vmselect-tech-infra-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-44-228.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-45-117.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,x2gd.4xlarge,1
victoria-metrics,ip-172-16-45-117.ec2.internal,victoria-metrics,vmstorage-shopper-journey-stable,StatefulSet,x2gd.4xlarge,1
victoria-metrics,ip-172-16-45-117.ec2.internal,victoria-metrics,vmstorage-tech-infra-stable,StatefulSet,x2gd.4xlarge,1
victoria-metrics,ip-172-16-45-219.ec2.internal,victoria-metrics,vmsingle-slos-dd94f7cbf,Deployment,x2gd.2xlarge,1
victoria-metrics,ip-172-16-45-219.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,x2gd.2xlarge,1
victoria-metrics,ip-172-16-47-0.ec2.internal,victoria-metrics,vminsert-developer-journey-stable-779b9c556,Deployment,c6g.8xlarge,2
victoria-metrics,ip-172-16-47-0.ec2.internal,victoria-metrics,vminsert-merchant-journey-stable-667b49c784,Deployment,c6g.8xlarge,1
victoria-metrics,ip-172-16-47-0.ec2.internal,victoria-metrics,vmselect-merchant-journey-stable,StatefulSet,c6g.8xlarge,1
victoria-metrics,ip-172-16-49-137.ec2.internal,victoria-metrics,vmalert-common-dash-score-alert-677f546f8f,Deployment,a1.4xlarge,1
victoria-metrics,ip-172-16-49-137.ec2.internal,victoria-metrics,vminsert-shopper-journey-stable-946fdcf67,Deployment,a1.4xlarge,1
victoria-metrics,ip-172-16-49-137.ec2.internal,victoria-metrics,vmselect-default-stable,StatefulSet,a1.4xlarge,1
victoria-metrics,ip-172-16-50-65.ec2.internal,victoria-metrics,vmsingle-internal-monitoring-54b94b7d97,Deployment,m6g.4xlarge,1
victoria-metrics,ip-172-16-50-65.ec2.internal,victoria-metrics,vmstorage-vm-o11y-platform,StatefulSet,m6g.4xlarge,1
victoria-metrics,ip-172-16-51-130.ec2.internal,victoria-metrics,vminsert-developer-journey-stable-779b9c556,Deployment,r8g.24xlarge,1
victoria-metrics,ip-172-16-51-130.ec2.internal,victoria-metrics,vminsert-merchant-journey-stable-667b49c784,Deployment,r8g.24xlarge,1
victoria-metrics,ip-172-16-51-130.ec2.internal,victoria-metrics,vmselect-developer-journey-stable,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-51-130.ec2.internal,victoria-metrics,vmselect-janus-stable,StatefulSet,r8g.24xlarge,2
victoria-metrics,ip-172-16-51-130.ec2.internal,victoria-metrics,vmselect-shopper-journey-stable,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-51-130.ec2.internal,victoria-metrics,vmselect-tech-infra-stable,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-51-130.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,r8g.24xlarge,2
victoria-metrics,ip-172-16-51-130.ec2.internal,victoria-metrics,vmstorage-janus-stable,StatefulSet,r8g.24xlarge,4
victoria-metrics,ip-172-16-51-130.ec2.internal,victoria-metrics,vmstorage-vm-infra-metrics,StatefulSet,r8g.24xlarge,1
victoria-metrics,ip-172-16-53-20.ec2.internal,victoria-metrics,vmselect-developer-journey-stable,StatefulSet,r6g.4xlarge,1
victoria-metrics,ip-172-16-53-20.ec2.internal,victoria-metrics,vmstorage-developer-journey-stable,StatefulSet,r6g.4xlarge,1
